movie_id;imdb_id;title;description;directors;writers;stars;runtime;budget;gross
77;0113973;Nico Icon (1995);Nico Icon: Directed by Susanne Ofteringer. With Nico, Tina Aumont, Christian Päffgen, Edith Boulogne. A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.;Susanne Ofteringer;;Nico, Tina Aumont, Christian Päffgen;1 hour 10 minutes;Unknown Budget;$306,691
78;0112744;The Crossing Guard (1995);The Crossing Guard: Directed by Sean Penn. With Jack Nicholson, David Morse, Anjelica Huston, Robin Wright. Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.;Sean Penn;;Jack Nicholson, David Morse, Anjelica Huston;1 hour 51 minutes;$9,000,000 (estimated);$868,979
79;0116731;The Juror (1996);The Juror: Directed by Brian Gibson. With Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, James Gandolfini. A juror in a Mafia trial is forced by a compulsive mob enforcer to convince the other jurors to vote not guilty.;Brian Gibson;;Demi Moore, Alec Baldwin, Joseph Gordon-Levitt;1 hour 58 minutes;$44,000,000 (estimated);$22,754,725
80;0112445;Badkonake sefid (1995);Badkonake sefid: Directed by Jafar Panahi. With Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadre Orafaiy, Anna Borkowska. Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.;Jafar Panahi;;Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadre Orafaiy;1 hour 25 minutes;$150,000 (estimated);$924,940
81;0114660;Things to Do in Denver When You're Dead (1995);Things to Do in Denver When You're Dead: Directed by Gary Fleder. With Andy Garcia, Christopher Lloyd, William Forsythe, Bill Nunn. Five different criminals face imminent death after botching a job quite badly.;Gary Fleder;;Andy Garcia, Christopher Walken, Christopher Lloyd;1 hour 55 minutes;$7,000,000 (estimated);$529,766
82;0112379;Antonia (1995);Antonia: Directed by Marleen Gorris. With Willeke van Ammelrooy, Els Dottermans, Dora van der Groen, Veerle van Overloop. A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.;Marleen Gorris;;Willeke van Ammelrooy, Jan Decleir, Veerle van Overloop;1 hour 42 minutes;£1,500,000 (estimated);$4,249,321
83;0114039;Once Upon a Time... When We Were Colored (1995);Once Upon a Time... When We Were Colored: Directed by Tim Reid. With Al Freeman Jr., Phylicia Rashad, Leon, Paula Kelly. A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.;Tim Reid;;Al Freeman Jr., Phylicia Rashad, Leon;1 hour 55 minutes;Unknown Budget;$2,291,255
85;0112365;Angels and Insects (1995);Angels and Insects: Directed by Philip Haas. With Mark Rylance, Kristin Scott Thomas, Patsy Kensit, Jeremy Kemp. In the 1800s a naturalist marries into a family of British country gentry.;Philip Haas;;Mark Rylance, Kristin Scott Thomas, Patsy Kensit;1 hour 56 minutes;$4,997,987 (estimated);$3,414,301
86;0118158;White Squall (1996);White Squall: Directed by Ridley Scott. With Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf. Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.;Ridley Scott;;Jeff Bridges, Caroline Goodall, John Savage;2 hours 9 minutes;$38,000,000 (estimated);$10,292,300
87;0116151;Dunston Checks In (1996);Dunston Checks In: Directed by Ken Kwapis. With Jason Alexander, Faye Dunaway, Eric Lloyd, Rupert Everett. A young boy befriends a larcenous orangutan in a luxury hotel.;Ken Kwapis;John Hopkins, Bruce Graham;Jason Alexander, Faye Dunaway, Eric Lloyd;1 hour 28 minutes;Unknown Budget;$9,871,065
88;0115697;Black Sheep (1996);Black Sheep: Directed by Penelope Spheeris. With Chris Farley, David Spade, Tim Matheson, Christine Ebersole. A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.;Penelope Spheeris;;Chris Farley, David Spade, Tim Matheson;1 hour 27 minutes;Unknown Budget;$32,417,995
89;0113972;Oxirgi daqiqada (1995);Oxirgi daqiqada: Directed by John Badham. With Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken. An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.;John Badham;;Johnny Depp, Christopher Walken, Courtney Chase;1 hour 30 minutes;$33,000,000 (estimated);$8,175,346
92;0117002;Mary Reilly (1996);Mary Reilly: Directed by Stephen Frears. With Julia Roberts, John Malkovich, George Cole, Michael Gambon. A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.;Stephen Frears;;Julia Roberts, John Malkovich, George Cole;1 hour 48 minutes;$47,000,000 (estimated);$12,379,402
93;0114825;Vampire in Brooklyn (1995);Vampire in Brooklyn: Directed by Wes Craven. With Eddie Murphy, Angela Bassett, Allen Payne, Kadeem Hardison. A Caribbean vampire seduces a Brooklyn police officer who has no idea that she is half-vampire.;Wes Craven;Eddie Murphy, Vernon Lynch, Charlie Murphy;Eddie Murphy, Angela Bassett, Allen Payne;1 hour 40 minutes;$20,000,000 (estimated);$19,751,736
94;0115639;Beautiful Girls (1996);Beautiful Girls: Directed by Ted Demme. With Matt Dillon, Noah Emmerich, Annabeth Gish, Lauren Holly. A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.;Ted Demme;;Matt Dillon, Timothy Hutton, Noah Emmerich;1 hour 52 minutes;Unknown Budget;$10,597,759
95;0115759;Broken Arrow (1996);Broken Arrow: Directed by John Woo. With John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo. Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.;John Woo;;John Travolta, Christian Slater, Samantha Mathis;1 hour 48 minutes;$50,000,000 (estimated);$150,270,147
96;0113403;In the Bleak Midwinter (1995);In the Bleak Midwinter: Directed by Kenneth Branagh. With Richard Briers, Hetta Charnley, Joan Collins, Nicholas Farrell. A group of theatre actors plays "Hamlet" in a provincial village, faced with their own temptations, disappointments, and joys.;Kenneth Branagh;;Michael Maloney, Richard Briers, Hetta Charnley;1 hour 39 minutes;Unknown Budget;$469,571
97;0113247;La haine (1995);La haine: Directed by Mathieu Kassovitz. With Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili. 24 hours in the lives of three young men in the French suburbs the day after a violent riot.;Mathieu Kassovitz;;Vincent Cassel, Hubert Koundé, Saïd Taghmaoui;1 hour 38 minutes;€2,590,000 (estimated);$755,409
99;0113283;Heidi Fleiss: Hollywood Madam (TV Movie 1995);Heidi Fleiss: Hollywood Madam: Directed by Nick Broomfield. With Nick Broomfield, Nina Xining Zuo, Madam Alex, Corinne Bohrer. A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with "she said" and "he said." When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.;Nick Broomfield;;Nick Broomfield, Nina Xining Zuo, Madam Alex;1 hour 46 minutes;Unknown Budget;$34,402
100;0115907;City Hall (1996);City Hall: Directed by Harold Becker. With Al Pacino, John Cusack, Bridget Fonda, Danny Aiello. The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.;Harold Becker;Ken Lipper, Paul Schrader, Nicholas Pileggi;Al Pacino, John Cusack, Bridget Fonda;1 hour 51 minutes;$40,000,000 (estimated);$20,340,204
101;0115734;Bottle Rocket (1996);Bottle Rocket: Directed by Wes Anderson. With Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler. Three friends plan to pull off a simple robbery and go on the run.;Wes Anderson;;Luke Wilson, Owen Wilson, Ned Dowd;1 hour 31 minutes;$7,000,000 (estimated);$560,069
102;0117102;Mr. Wrong (1996);Mr. Wrong: Directed by Nick Castle. With Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell. A lonely single woman finds the seemingly-perfect man to date, but soon regrets it when his deranged, possessive other personality emerges and she cannot convince anyone else of his Jekyll-and-Hyde true nature.;Nick Castle;;Ellen DeGeneres, Bill Pullman, Joan Cusack;1 hour 36 minutes;Unknown Budget;$12,825,141
103;0118040;Unforgettable (1996);Unforgettable: Directed by John Dahl. With Ray Liotta, Linda Fiorentino, Peter Coyote, Christopher McDonald. A Seattle medical examiner uses an experimental memory transference drug to unravel the mystery surrounding his wife's brutal murder.;John Dahl;;Ray Liotta, Linda Fiorentino, Peter Coyote;1 hour 57 minutes;$18,000,000 (estimated);$2,821,671
104;0116483;Happy Gilmore (1996);Happy Gilmore: Directed by Dennis Dugan. With Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay. After his grandmother's house is repossessed by the IRS, a bad tempered hockey player takes his talents to golf to earn the big bucks and get his grandmothers house back.;Dennis Dugan;;Adam Sandler, Christopher McDonald, Julie Bowen;1 hour 32 minutes;$12,000,000 (estimated);$41,205,099
105;0112579;The Bridges of Madison County (1995);The Bridges of Madison County: Directed by Clint Eastwood. With Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak. Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.;Clint Eastwood;;Clint Eastwood, Meryl Streep, Annie Corley;2 hours 15 minutes;$24,000,000 (estimated);$182,016,617
106;0110251;Keiner liebt mich (1994);Keiner liebt mich: Directed by Doris Dörrie. With Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au, Elisabeth Trissenaar. On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet "him". But is it really Lothar, the new yuppie apartment manager ...?;Doris Dörrie;;Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au;1 hour 44 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
107;0117110;Muppet Treasure Island (1996);Muppet Treasure Island: Directed by Brian Henson. With Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop. The Muppets set sail in search of treasure, with Jim Hawkins and Long John Silver.;Brian Henson;Robert Louis Stevenson, Jerry Juhl, Kirk R. Thatcher;Tim Curry, Billy Connolly, Jennifer Saunders;1 hour 39 minutes;Unknown Budget;$34,327,391
108;0112646;Catwalk (1995);Catwalk: Directed by Robert Leacock. With Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann. A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York in 1994. She and others dash from one designer's unveilings to another. Extended footage looks at Versace and Armani in Milan, Galliano, Gaultier, and Langerfeld in Paris, and Isaac Mizrahi in New York. With Kate Moss, Naomi Campbell, and Turlington, we see the nature of friendships among models. With the engaging Mizrahi in particular, there's some exploration of the relationship between designer and models.;Robert Leacock;;Christy Turlington, Azzedine Alaïa, Giorgio Armani;1 hour 35 minutes;Unknown Budget;$28,672
110;0112573;Sheryurak (1995);Sheryurak: Directed by Mel Gibson. With James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo. Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.;Mel Gibson;;Mel Gibson, Sophie Marceau, Patrick McGoohan;2 hours 58 minutes;$72,000,000 (estimated);$213,216,216
111;0075314;Kirakash (1976);Kirakash: Directed by Martin Scorsese. With Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito. A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.;Martin Scorsese;;Robert De Niro, Jodie Foster, Cybill Shepherd;1 hour 54 minutes;$1,300,000 (estimated);$28,580,862
112;0113326;Hung fan kui (1995);Hung fan kui: Directed by Stanley Tong. With Jackie Chan, Anita Mui, Françoise Yip, Bill Tung. A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.;Stanley Tong;;Jackie Chan, Anita Mui, Françoise Yip;1 hour 44 minutes;$7,500,000 (estimated);$32,392,047
113;0115645;Before and After (1996);Before and After: Directed by Barbet Schroeder. With Meryl Streep, Liam Neeson, Edward Furlong, Julia Weldon. Two parents deal with the effects when their son is accused of murdering his girlfriend.;Barbet Schroeder;;Meryl Streep, Liam Neeson, Edward Furlong;1 hour 48 minutes;$35,000,000 (estimated);$8,797,839
116;0112373;Anne Frank Remembered (1995);Anne Frank Remembered: Directed by Jon Blair. With Isa Baschwitz, Mary Bos, Kenneth Branagh, Janny Brandes-Brilslijper. Tells the story of the Frank family and paints a portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.;Jon Blair;;Kenneth Branagh, Glenn Close, Isa Baschwitz;1 hour 57 minutes;Unknown Budget;$1,310,200
117;0115033;The Young Poisoner's Handbook (1995);The Young Poisoner's Handbook: Directed by Benjamin Ross. With Tobias Arnold, Ruth Sheen, Roger Lloyd Pack, Hugh O'Conor. This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and, in particular, his stepmother torments him. He decides to poison those who annoy him, first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him, but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there, he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him, thereby securing his release.;Benjamin Ross;;Hugh O'Conor, Antony Sher, Tobias Arnold;1 hour 39 minutes;Unknown Budget;$536,825
118;0116606;If Lucy Fell (1996);If Lucy Fell: Directed by Eric Schaeffer. With Sarah Jessica Parker, Eric Schaeffer, Ben Stiller, Elle Macpherson. Two NYC roommates have a pact to jump off Brooklyn Bridge if they haven't found life partners before she's 30. That's less than a month away.;Eric Schaeffer;Eric Schaeffer, Tony Spiridakis;Sarah Jessica Parker, Eric Schaeffer, Ben Stiller;1 hour 32 minutes;$5,000,000 (estimated);$2,420,162
119;0114536;Steal Big Steal Little (1995);Steal Big Steal Little: Directed by Andrew Davis. With Andy Garcia, Alan Arkin, Rachel Ticotin, Joe Pantoliano. Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.;Andrew Davis;Andrew Davis, Teresa Tucker-Davies, Frank Ray Perilli;Andy Garcia, Alan Arkin, Rachel Ticotin;2 hours 15 minutes;$35,000,000 (estimated);$3,150,170
